"Id";"status";"confidence(-1)";"confidence(1)";"Predicted"
5363;;1.0;0.0;"-1"
7253;;0.0;1.0;"1"
6055;;0.08333333333333333;0.9166666666666666;"1"
5072;;0.014925373134328358;0.9850746268656716;"1"
6913;;0.014925373134328358;0.9850746268656716;"1"
6386;;0.0;1.0;"1"
5634;;0.875;0.125;"-1"
5758;;0.0;1.0;"1"
6819;;0.0;1.0;"1"
7088;;0.0;1.0;"1"
5039;;0.0;1.0;"1"
5532;;0.08333333333333333;0.9166666666666666;"1"
6037;;1.0;0.0;"-1"
6322;;0.0;1.0;"1"
6887;;0.0;1.0;"1"
6660;;0.0;1.0;"1"
5451;;0.014925373134328358;0.9850746268656716;"1"
6014;;0.0;1.0;"1"
5556;;0.0;1.0;"1"
6346;;0.0;1.0;"1"
5850;;0.014925373134328358;0.9850746268656716;"1"
5940;;0.08333333333333333;0.9166666666666666;"1"
7119;;0.014925373134328358;0.9850746268656716;"1"
5253;;0.0;1.0;"1"
6851;;1.0;0.0;"-1"
6695;;0.0;1.0;"1"
6908;;1.0;0.0;"-1"
7255;;0.08333333333333333;0.9166666666666666;"1"
5674;;0.08333333333333333;0.9166666666666666;"1"
6278;;0.0;1.0;"1"
5486;;0.08333333333333333;0.9166666666666666;"1"
5174;;0.014925373134328358;0.9850746268656716;"1"
6621;;1.0;0.0;"-1"
6313;;0.0;1.0;"1"
6435;;0.0;1.0;"1"
6970;;0.0;1.0;"1"
6310;;0.014925373134328358;0.9850746268656716;"1"
5932;;0.08333333333333333;0.9166666666666666;"1"
6877;;0.014925373134328358;0.9850746268656716;"1"
6763;;1.0;0.0;"-1"
7085;;0.014925373134328358;0.9850746268656716;"1"
7049;;0.0;1.0;"1"
6959;;1.0;0.0;"-1"
5214;;0.0;1.0;"1"
6350;;0.014925373134328358;0.9850746268656716;"1"
5063;;1.0;0.0;"-1"
5041;;0.014925373134328358;0.9850746268656716;"1"
5086;;0.014925373134328358;0.9850746268656716;"1"
6942;;0.0;1.0;"1"
5270;;0.0;1.0;"1"
6705;;0.014925373134328358;0.9850746268656716;"1"
7051;;0.014925373134328358;0.9850746268656716;"1"
6758;;0.0;1.0;"1"
6249;;0.0;1.0;"1"
5808;;0.014925373134328358;0.9850746268656716;"1"
5377;;0.014925373134328358;0.9850746268656716;"1"
5446;;1.0;0.0;"-1"
5856;;1.0;0.0;"-1"
4986;;0.0;1.0;"1"
7001;;0.08333333333333333;0.9166666666666666;"1"
6677;;1.0;0.0;"-1"
6665;;0.08333333333333333;0.9166666666666666;"1"
5817;;1.0;0.0;"-1"
6984;;0.0;1.0;"1"
6541;;0.0;1.0;"1"
5117;;0.014925373134328358;0.9850746268656716;"1"
6097;;0.0;1.0;"1"
5389;;0.0;1.0;"1"
7219;;0.0;1.0;"1"
6338;;0.014925373134328358;0.9850746268656716;"1"
6922;;0.0;1.0;"1"
5367;;0.0;1.0;"1"
5638;;0.0;1.0;"1"
5830;;0.0;1.0;"1"
5338;;1.0;0.0;"-1"
6007;;0.08333333333333333;0.9166666666666666;"1"
6612;;0.014925373134328358;0.9850746268656716;"1"
5718;;0.0;1.0;"1"
6104;;0.0;1.0;"1"
5229;;0.0;1.0;"1"
6625;;0.014925373134328358;0.9850746268656716;"1"
5206;;0.014925373134328358;0.9850746268656716;"1"
5963;;0.0;1.0;"1"
4990;;0.0;1.0;"1"
6641;;0.0;1.0;"1"
5369;;0.0;1.0;"1"
6196;;0.014925373134328358;0.9850746268656716;"1"
5236;;1.0;0.0;"-1"
5719;;0.0;1.0;"1"
5643;;0.0;1.0;"1"
7050;;1.0;0.0;"-1"
6355;;0.0;1.0;"1"
6688;;0.0;1.0;"1"
6239;;1.0;0.0;"-1"
5531;;0.0;1.0;"1"
6113;;0.014925373134328358;0.9850746268656716;"1"
7181;;0.014925373134328358;0.9850746268656716;"1"
6118;;0.0;1.0;"1"
7264;;0.014925373134328358;0.9850746268656716;"1"
5343;;0.0;1.0;"1"
5051;;0.0;1.0;"1"
5779;;1.0;0.0;"-1"
6605;;0.0;1.0;"1"
6655;;0.08333333333333333;0.9166666666666666;"1"
6534;;0.0;1.0;"1"
5681;;0.0;1.0;"1"
6607;;0.0;1.0;"1"
6242;;1.0;0.0;"-1"
7242;;0.0;1.0;"1"
7277;;0.0;1.0;"1"
6675;;0.0;1.0;"1"
5398;;0.0;1.0;"1"
5956;;0.0;1.0;"1"
5731;;0.014925373134328358;0.9850746268656716;"1"
6956;;0.5;0.5;"-1"
6437;;0.0;1.0;"1"
5447;;1.0;0.0;"-1"
5973;;0.0;1.0;"1"
6075;;1.0;0.0;"-1"
5281;;1.0;0.0;"-1"
5103;;0.0;1.0;"1"
6468;;0.014925373134328358;0.9850746268656716;"1"
7209;;0.0;1.0;"1"
5584;;0.0;1.0;"1"
4988;;1.0;0.0;"-1"
6502;;0.0;1.0;"1"
5651;;0.014925373134328358;0.9850746268656716;"1"
4962;;0.0;1.0;"1"
5862;;0.014925373134328358;0.9850746268656716;"1"
7199;;0.0;1.0;"1"
6727;;0.0;1.0;"1"
7279;;0.08333333333333333;0.9166666666666666;"1"
6544;;0.0;1.0;"1"
5933;;0.08333333333333333;0.9166666666666666;"1"
6574;;0.08333333333333333;0.9166666666666666;"1"
6399;;0.0;1.0;"1"
7187;;0.0;1.0;"1"
6353;;0.0;1.0;"1"
5043;;0.0;1.0;"1"
5469;;1.0;0.0;"-1"
5976;;1.0;0.0;"-1"
6059;;0.0;1.0;"1"
5799;;0.0;1.0;"1"
6147;;0.0;1.0;"1"
6254;;0.014925373134328358;0.9850746268656716;"1"
7100;;0.0;1.0;"1"
7147;;0.014925373134328358;0.9850746268656716;"1"
5909;;1.0;0.0;"-1"
7037;;0.014925373134328358;0.9850746268656716;"1"
5782;;0.014925373134328358;0.9850746268656716;"1"
6237;;1.0;0.0;"-1"
6552;;0.0;1.0;"1"
7067;;0.0;1.0;"1"
5320;;0.0;1.0;"1"
5930;;0.0;1.0;"1"
6486;;0.0;1.0;"1"
5245;;0.0;1.0;"1"
6643;;0.014925373134328358;0.9850746268656716;"1"
5260;;0.014925373134328358;0.9850746268656716;"1"
5569;;0.0;1.0;"1"
7110;;0.0;1.0;"1"
7139;;0.014925373134328358;0.9850746268656716;"1"
6791;;0.0;1.0;"1"
5360;;0.0;1.0;"1"
5287;;0.08333333333333333;0.9166666666666666;"1"
6553;;0.014925373134328358;0.9850746268656716;"1"
7072;;0.014925373134328358;0.9850746268656716;"1"
6044;;0.0;1.0;"1"
5332;;0.014925373134328358;0.9850746268656716;"1"
6866;;0.0;1.0;"1"
6633;;0.014925373134328358;0.9850746268656716;"1"
6926;;0.08333333333333333;0.9166666666666666;"1"
6442;;1.0;0.0;"-1"
5889;;0.0;1.0;"1"
5765;;1.0;0.0;"-1"
5124;;0.0;1.0;"1"
5491;;1.0;0.0;"-1"
6730;;0.014925373134328358;0.9850746268656716;"1"
7151;;0.0;1.0;"1"
5140;;0.8;0.2;"-1"
7171;;0.0;1.0;"1"
6568;;0.0;1.0;"1"
6861;;0.08333333333333333;0.9166666666666666;"1"
6855;;0.0;1.0;"1"
7129;;0.0;1.0;"1"
5384;;0.0;1.0;"1"
6859;;0.08333333333333333;0.9166666666666666;"1"
5772;;0.0;1.0;"1"
5665;;0.08333333333333333;0.9166666666666666;"1"
6495;;0.014925373134328358;0.9850746268656716;"1"
5061;;1.0;0.0;"-1"
6948;;0.014925373134328358;0.9850746268656716;"1"
5773;;0.014925373134328358;0.9850746268656716;"1"
6052;;0.0;1.0;"1"
6682;;1.0;0.0;"-1"
6083;;0.0;1.0;"1"
6962;;0.014925373134328358;0.9850746268656716;"1"
5158;;0.014925373134328358;0.9850746268656716;"1"
6464;;0.08333333333333333;0.9166666666666666;"1"
5172;;0.0;1.0;"1"
5582;;0.08333333333333333;0.9166666666666666;"1"
6136;;0.0;1.0;"1"
6235;;0.0;1.0;"1"
6508;;1.0;0.0;"-1"
4968;;1.0;0.0;"-1"
6632;;1.0;0.0;"-1"
7195;;0.0;1.0;"1"
5525;;1.0;0.0;"-1"
6320;;0.0;1.0;"1"
6766;;0.014925373134328358;0.9850746268656716;"1"
6872;;1.0;0.0;"-1"
5906;;0.014925373134328358;0.9850746268656716;"1"
7172;;0.014925373134328358;0.9850746268656716;"1"
6571;;0.08333333333333333;0.9166666666666666;"1"
5616;;0.0;1.0;"1"
6312;;0.0;1.0;"1"
6470;;0.08333333333333333;0.9166666666666666;"1"
5147;;0.8;0.2;"-1"
5501;;0.5;0.5;"-1"
6436;;1.0;0.0;"-1"
5699;;1.0;0.0;"-1"
5313;;0.014925373134328358;0.9850746268656716;"1"
6234;;0.014925373134328358;0.9850746268656716;"1"
6569;;0.08333333333333333;0.9166666666666666;"1"
7202;;1.0;0.0;"-1"
5683;;1.0;0.0;"-1"
5034;;0.08333333333333333;0.9166666666666666;"1"
5435;;0.0;1.0;"1"
5815;;0.0;1.0;"1"
5589;;0.0;1.0;"1"
6746;;0.0;1.0;"1"
6790;;0.0;1.0;"1"
6857;;0.014925373134328358;0.9850746268656716;"1"
6450;;0.014925373134328358;0.9850746268656716;"1"
7221;;0.0;1.0;"1"
5527;;0.0;1.0;"1"
5620;;0.0;1.0;"1"
6215;;0.08333333333333333;0.9166666666666666;"1"
7167;;0.08333333333333333;0.9166666666666666;"1"
5823;;0.0;1.0;"1"
6207;;0.08333333333333333;0.9166666666666666;"1"
6932;;0.0;1.0;"1"
5669;;0.0;1.0;"1"
5154;;0.08333333333333333;0.9166666666666666;"1"
7168;;1.0;0.0;"-1"
5585;;1.0;0.0;"-1"
7200;;0.0;1.0;"1"
6539;;1.0;0.0;"-1"
5774;;0.0;1.0;"1"
6357;;0.014925373134328358;0.9850746268656716;"1"
5042;;0.0;1.0;"1"
5015;;0.014925373134328358;0.9850746268656716;"1"
5354;;0.0;1.0;"1"
6054;;0.0;1.0;"1"
7295;;0.014925373134328358;0.9850746268656716;"1"
5365;;1.0;0.0;"-1"
6755;;0.0;1.0;"1"
5991;;1.0;0.0;"-1"
7035;;0.0;1.0;"1"
5893;;0.0;1.0;"1"
7164;;0.0;1.0;"1"
5304;;0.0;1.0;"1"
5561;;0.014925373134328358;0.9850746268656716;"1"
5520;;0.08333333333333333;0.9166666666666666;"1"
5241;;0.0;1.0;"1"
7096;;1.0;0.0;"-1"
6078;;0.0;1.0;"1"
5046;;1.0;0.0;"-1"
5334;;0.0;1.0;"1"
6969;;0.08333333333333333;0.9166666666666666;"1"
6821;;1.0;0.0;"-1"
5760;;0.0;1.0;"1"
5614;;0.014925373134328358;0.9850746268656716;"1"
7091;;0.0;1.0;"1"
5698;;0.08333333333333333;0.9166666666666666;"1"
5169;;0.0;1.0;"1"
7294;;0.014925373134328358;0.9850746268656716;"1"
5318;;0.08333333333333333;0.9166666666666666;"1"
5368;;0.0;1.0;"1"
6923;;0.0;1.0;"1"
5463;;1.0;0.0;"-1"
5265;;0.0;1.0;"1"
6321;;0.014925373134328358;0.9850746268656716;"1"
5226;;0.0;1.0;"1"
6868;;0.0;1.0;"1"
4967;;1.0;0.0;"-1"
5293;;0.0;1.0;"1"
5865;;0.014925373134328358;0.9850746268656716;"1"
5841;;0.08333333333333333;0.9166666666666666;"1"
5526;;0.0;1.0;"1"
6852;;0.0;1.0;"1"
6469;;0.014925373134328358;0.9850746268656716;"1"
6168;;0.0;1.0;"1"
7292;;0.0;1.0;"1"
5036;;0.0;1.0;"1"
5644;;0.014925373134328358;0.9850746268656716;"1"
6856;;0.0;1.0;"1"
5428;;0.0;1.0;"1"
5027;;0.0;1.0;"1"
4989;;0.0;1.0;"1"
5221;;0.0;1.0;"1"
6402;;0.0;1.0;"1"
5346;;0.8;0.2;"-1"
6748;;1.0;0.0;"-1"
